alias,ingredient_id,standard_name,match_type
bagel fruit commercial toasted,AUS_F000236,"bagel, fruit, commercial, toasted",generated
"bagel, from white flour, commercial",AUS_F000233,"bagel, from white flour, commercial",exact
"bagel, from white flour, commercial, toasted",AUS_F000234,"bagel, from white flour, commercial, toasted",exact
"bagel, fruit, commercial",AUS_F000235,"bagel, fruit, commercial",exact
"bagel, fruit, commercial, toasted",AUS_F000236,"bagel, fruit, commercial, toasted",exact
bagels,NZ_A1122,"bagels, white, toasted",generated
bagels  white  toasted,NZ_A1122,"bagels, white, toasted",generated
bagels white toasted,NZ_A1122,"bagels, white, toasted",generated
"bagels, white, toasted",NZ_A1122,"bagels, white, toasted",exact
baked beans,AUS_F000243,"baked beans, canned in tomato sauce",generated
baked beans  canned in tomato sauce,AUS_F000243,"baked beans, canned in tomato sauce",generated
baked beans  canned in tomato sauce  no added sugar,AUS_F010645,"baked beans, canned in tomato sauce, no added sugar",generated
baked beans  canned in tomato sauce  reduced salt,AUS_F000244,"baked beans, canned in tomato sauce, reduced salt",generated
baked beans  canned in tomato sauce  with sausages,AUS_F000245,"baked beans, canned in tomato sauce, with sausages",generated
baked beans canned in tomato sauce,AUS_F000243,"baked beans, canned in tomato sauce",generated
baked beans canned in tomato sauce no added sugar,AUS_F010645,"baked beans, canned in tomato sauce, no added sugar",generated
baked beans canned in tomato sauce reduced salt,AUS_F000244,"baked beans, canned in tomato sauce, reduced salt",generated
baked beans canned in tomato sauce with sausages,AUS_F000245,"baked beans, canned in tomato sauce, with sausages",generated
"baked beans, canned in tomato sauce",AUS_F000243,"baked beans, canned in tomato sauce",exact
"baked beans, canned in tomato sauce, no added sugar",AUS_F010645,"baked beans, canned in tomato sauce, no added sugar",exact
"baked beans, canned in tomato sauce, reduced salt",AUS_F000244,"baked beans, canned in tomato sauce, reduced salt",exact
"baked beans, canned in tomato sauce, with sausages",AUS_F000245,"baked beans, canned in tomato sauce, with sausages",exact
baking cocoa,NZ_C1036,"baking cocoa, powder, bournville , cadbury",generated
baking cocoa  powder  bournville   cadbury,NZ_C1036,"baking cocoa, powder, bournville , cadbury",generated
baking cocoa powder bournville cadbury,NZ_C1036,"baking cocoa, powder, bournville , cadbury",generated
"baking cocoa, powder, bournville , cadbury",NZ_C1036,"baking cocoa, powder, bournville , cadbury",exact
baking powder  dry powder,AUS_F000247,"baking powder, dry powder",generated
baking powder dry powder,AUS_F000247,"baking powder, dry powder",generated
"baking powder, dry powder",AUS_F000247,"baking powder, dry powder",exact
baking soda  bicarbonate,AUS_F000248,"baking soda  bicarbonate , dry powder",generated
baking soda  bicarbonate   dry powder,AUS_F000248,"baking soda  bicarbonate , dry powder",generated
"baking soda  bicarbonate , dry powder",AUS_F000248,"baking soda  bicarbonate , dry powder",exact
baking soda  bicarbonate dry powder,AUS_F000248,"baking soda  bicarbonate , dry powder",generated
baklava,AUS_F000249,baklava,exact
bamboo shoot,AUS_F000254,"bamboo shoot, fresh, cooked",generated
bamboo shoot  canned in water  heated  drained,AUS_F000253,"bamboo shoot, canned in water, heated, drained",generated
bamboo shoot  fresh  cooked,AUS_F000254,"bamboo shoot, fresh, cooked",generated
bamboo shoot canned in water heated drained,AUS_F000253,"bamboo shoot, canned in water, heated, drained",generated
bamboo shoot fresh cooked,AUS_F000254,"bamboo shoot, fresh, cooked",generated
"bamboo shoot, canned in water, heated, drained",AUS_F000253,"bamboo shoot, canned in water, heated, drained",exact
"bamboo shoot, fresh, cooked",AUS_F000254,"bamboo shoot, fresh, cooked",exact
banana  cavendish  peeled  raw,AUS_F000262,"banana, cavendish, peeled, raw",generated
banana  cooked,AUS_F000265,"banana, cooked",generated
banana  frozen,AUS_F009884,"banana, frozen",generated
banana  green  cooking  deep-fried in oil,NZ_X1193,"banana, green, cooking, deep-fried in oil",generated
banana  green  cooking  peeled  boiled  drained,NZ_X1192,"banana, green, cooking, peeled, boiled, drained",generated
banana  lady finger or sugar  peeled  raw,AUS_F000267,"banana, lady finger or sugar, peeled, raw",generated
banana  yellow  ripened  raw,NZ_L1101,"banana, yellow, ripened, raw",generated
banana cavendish peeled raw,AUS_F000262,"banana, cavendish, peeled, raw",generated
banana chip,AUS_F000257,banana chip,exact
banana cooked,AUS_F000265,"banana, cooked",generated
banana frozen,AUS_F009884,"banana, frozen",generated
banana green cooking deep-fried in oil,NZ_X1193,"banana, green, cooking, deep-fried in oil",generated
banana green cooking peeled boiled drained,NZ_X1192,"banana, green, cooking, peeled, boiled, drained",generated
banana lady finger or sugar peeled raw,AUS_F000267,"banana, lady finger or sugar, peeled, raw",generated
banana split,AUS_F000258,banana split,exact
banana yellow ripened raw,NZ_L1101,"banana, yellow, ripened, raw",generated
"banana, cavendish, peeled, raw",AUS_F000262,"banana, cavendish, peeled, raw",exact
"banana, cooked",AUS_F000265,"banana, cooked",exact
"banana, frozen",AUS_F009884,"banana, frozen",exact
"banana, green, cooking, deep fried in oil",NZ_X1193,"banana, green, cooking, deep-fried in oil",generated
"banana, green, cooking, deep-fried in oil",NZ_X1193,"banana, green, cooking, deep-fried in oil",exact
"banana, green, cooking, peeled, boiled, drained",NZ_X1192,"banana, green, cooking, peeled, boiled, drained",exact
"banana, lady finger or sugar, peeled, raw",AUS_F000267,"banana, lady finger or sugar, peeled, raw",exact
"banana, yellow, ripened, raw",NZ_L1101,"banana, yellow, ripened, raw",exact
bandicoot,AUS_F010542,"bandicoot, cooked",generated
bandicoot  cooked,AUS_F010542,"bandicoot, cooked",generated
bandicoot cooked,AUS_F010542,"bandicoot, cooked",generated
"bandicoot, cooked",AUS_F010542,"bandicoot, cooked",exact
bao bun,AUS_F010781,"bao bun, chicken",generated
bao bun  chicken,AUS_F010781,"bao bun, chicken",generated
bao bun  eggplant or other vegetables,AUS_F010784,"bao bun, eggplant or other vegetables",generated
bao bun  fish or seafood,AUS_F010783,"bao bun, fish or seafood",generated
bao bun  pork,AUS_F010782,"bao bun, pork",generated
bao bun  tofu,AUS_F010785,"bao bun, tofu",generated
bao bun chicken,AUS_F010781,"bao bun, chicken",generated
bao bun eggplant or other vegetables,AUS_F010784,"bao bun, eggplant or other vegetables",generated
bao bun fish or seafood,AUS_F010783,"bao bun, fish or seafood",generated
bao bun pork,AUS_F010782,"bao bun, pork",generated
bao bun tofu,AUS_F010785,"bao bun, tofu",generated
"bao bun, chicken",AUS_F010781,"bao bun, chicken",exact
"bao bun, eggplant or other vegetables",AUS_F010784,"bao bun, eggplant or other vegetables",exact
"bao bun, fish or seafood",AUS_F010783,"bao bun, fish or seafood",exact
"bao bun, pork",AUS_F010782,"bao bun, pork",exact
"bao bun, tofu",AUS_F010785,"bao bun, tofu",exact
bar  apricot  snack or confectionery style,AUS_F004067,"bar, apricot, snack or confectionery style",generated
bar  carob,AUS_F000278,"bar, carob",generated
bar  cherry  and  coconut centre  dark chocolate-coated,AUS_F000279,"bar, cherry  and  coconut centre, dark chocolate-coated",generated
bar  chocolate nougat centre  milk chocolate-coated,AUS_F000284,"bar, chocolate nougat centre, milk chocolate-coated",generated
bar  coconut cream centre  milk chocolate-coated,AUS_F000285,"bar, coconut cream centre, milk chocolate-coated",generated
bar  high protein  reduced carbohydrate  added vitamins  and  caffeine  commercial,AUS_F000295,"bar, high protein, reduced carbohydrate, added vitamins  and  caffeine, commercial",generated
bar  high protein  reduced carbohydrate  chocolate flavour,AUS_F000294,"bar, high protein, reduced carbohydrate, chocolate flavour",generated
bar  high protein  with cereal,AUS_F010444,"bar, high protein, with cereal",generated
bar  honeycomb centre  milk chocolate-coated,AUS_F000296,"bar, honeycomb centre, milk chocolate-coated",generated
bar  meal replacement  added vitamins  and  minerals,AUS_F000297,"bar, meal replacement, added vitamins  and  minerals",generated
bar  muesli or snack  barley based  high fibre,AUS_F010431,"bar, muesli or snack, barley based, high fibre",generated
bar  muesli or snack  dried fruit  and  nuts,AUS_F010937,"bar, muesli or snack, dried fruit  and  nuts",generated
bar  muesli or snack  dried fruit  and  nuts  with chocolate or yoghurt,AUS_F010956,"bar, muesli or snack, dried fruit  and  nuts, with chocolate or yoghurt",generated
bar  muesli or snack  high fibre,AUS_F010416,"bar, muesli or snack, high fibre",generated
bar  muesli or snack  plain or with dried fruit,AUS_F000333,"bar, muesli or snack, plain or with dried fruit",generated
bar  muesli or snack  with caramel  and  sesame seeds,AUS_F000330,"bar, muesli or snack, with caramel  and  sesame seeds",generated
bar  muesli or snack  with chocolate chips or coating,AUS_F000337,"bar, muesli or snack, with chocolate chips or coating",generated
bar  muesli slice  baked,AUS_F010420,"bar, muesli slice, baked",generated
bar  nougat  and  caramel centre  milk chocolate-coated,AUS_F000348,"bar, nougat  and  caramel centre, milk chocolate-coated",generated
bar  nougat  and  nut centre  chocolate-coated,AUS_F000350,"bar, nougat  and  nut centre, chocolate-coated",generated
bar  nougat  caramel  and  peanut centre  milk chocolate-coated,AUS_F000351,"bar, nougat, caramel  and  peanut centre, milk chocolate-coated",generated
bar  nut based,AUS_F009801,"bar, nut based",generated
bar  nut based  added protein,AUS_F009802,"bar, nut based, added protein",generated
bar  nut based  added protein  and  fibre,AUS_F010423,"bar, nut based, added protein  and  fibre",generated
bar  nut based  added protein  and  fibre  with chocolate,AUS_F010426,"bar, nut based, added protein  and  fibre, with chocolate",generated
bar  nut based  added protein  with chocolate,AUS_F010427,"bar, nut based, added protein, with chocolate",generated
bar  nut based  with chocolate,AUS_F010428,"bar, nut based, with chocolate",generated
bar  nutrition  energy or snack,AUS_F000352,"bar, nutrition, energy or snack",generated
bar  snack  fruit filled  baked,AUS_F000368,"bar, snack, fruit filled, baked",generated
bar  snack  fruit leather  roll-ups,AUS_F004169,"bar, snack, fruit leather  roll-ups",generated
bar  snack  made from breakfast cereal,AUS_F000301,"bar, snack, made from breakfast cereal",generated
bar  snack  made from chocolate fortified breakfast cereal,AUS_F000361,"bar, snack, made from chocolate fortified breakfast cereal",generated
bar  snack  made from puffed rice,AUS_F000303,"bar, snack, made from puffed rice",generated
bar  snack  oat based  baked,AUS_F009803,"bar, snack, oat based, baked",generated
bar  snack  oat based  baked  with chocolate or yoghurt,AUS_F010402,"bar, snack, oat based, baked, with chocolate or yoghurt",generated
bar  turkish delight centre  milk chocolate-coated,AUS_F000369,"bar, turkish delight centre, milk chocolate-coated",generated
bar  wafer  and  cream layers  chocolate-coated,AUS_F000372,"bar, wafer  and  cream layers, chocolate-coated",generated
bar  wafer  and  fudge or hazelnut  milk chocolate-coated,AUS_F010136,"bar, wafer  and  fudge or hazelnut, milk chocolate-coated",generated
bar  wafer or biscuit  and  caramel  milk chocolate-coated,AUS_F000375,"bar, wafer or biscuit  and  caramel, milk chocolate-coated",generated
bar  wafer or biscuit  caramel  and  peanut  milk chocolate-coated,AUS_F000376,"bar, wafer or biscuit, caramel  and  peanut, milk chocolate-coated",generated
bar apricot snack or confectionery style,AUS_F004067,"bar, apricot, snack or confectionery style",generated
bar carob,AUS_F000278,"bar, carob",generated
bar cherry  and  coconut centre dark chocolate-coated,AUS_F000279,"bar, cherry  and  coconut centre, dark chocolate-coated",generated
bar chocolate nougat centre milk chocolate-coated,AUS_F000284,"bar, chocolate nougat centre, milk chocolate-coated",generated
bar coconut cream centre milk chocolate-coated,AUS_F000285,"bar, coconut cream centre, milk chocolate-coated",generated
bar high protein reduced carbohydrate added vitamins  and  caffeine commercial,AUS_F000295,"bar, high protein, reduced carbohydrate, added vitamins  and  caffeine, commercial",generated
bar high protein reduced carbohydrate chocolate flavour,AUS_F000294,"bar, high protein, reduced carbohydrate, chocolate flavour",generated
bar high protein with cereal,AUS_F010444,"bar, high protein, with cereal",generated
bar honeycomb centre milk chocolate-coated,AUS_F000296,"bar, honeycomb centre, milk chocolate-coated",generated
bar meal replacement added vitamins  and  minerals,AUS_F000297,"bar, meal replacement, added vitamins  and  minerals",generated
bar muesli or snack barley based high fibre,AUS_F010431,"bar, muesli or snack, barley based, high fibre",generated
bar muesli or snack dried fruit  and  nuts,AUS_F010937,"bar, muesli or snack, dried fruit  and  nuts",generated
bar muesli or snack dried fruit  and  nuts with chocolate or yoghurt,AUS_F010956,"bar, muesli or snack, dried fruit  and  nuts, with chocolate or yoghurt",generated
bar muesli or snack high fibre,AUS_F010416,"bar, muesli or snack, high fibre",generated
bar muesli or snack plain or with dried fruit,AUS_F000333,"bar, muesli or snack, plain or with dried fruit",generated
bar muesli or snack with caramel  and  sesame seeds,AUS_F000330,"bar, muesli or snack, with caramel  and  sesame seeds",generated
bar muesli or snack with chocolate chips or coating,AUS_F000337,"bar, muesli or snack, with chocolate chips or coating",generated
bar muesli slice baked,AUS_F010420,"bar, muesli slice, baked",generated
bar nougat  and  caramel centre milk chocolate-coated,AUS_F000348,"bar, nougat  and  caramel centre, milk chocolate-coated",generated
bar nougat  and  nut centre chocolate-coated,AUS_F000350,"bar, nougat  and  nut centre, chocolate-coated",generated
bar nougat caramel  and  peanut centre milk chocolate-coated,AUS_F000351,"bar, nougat, caramel  and  peanut centre, milk chocolate-coated",generated
bar nut based,AUS_F009801,"bar, nut based",generated
bar nut based added protein,AUS_F009802,"bar, nut based, added protein",generated
bar nut based added protein  and  fibre,AUS_F010423,"bar, nut based, added protein  and  fibre",generated
bar nut based added protein  and  fibre with chocolate,AUS_F010426,"bar, nut based, added protein  and  fibre, with chocolate",generated
